Country,Name,Description,City,Founders,Funding,Funding rounds,Industries,Number of employees,Number of investors,Started in
Italy,44) PatchAi,PatchAi is a cognitive platform for patient interaction and real-time data collecting that includes a compassionate virtual assistant.,Padova,"Alessandro Monterosso, Daniele Farro, Filip Ivancic, Kumara Prasad Palanivel","$3,129,687",4,"Artificial Intelligence, Big Data, Cloud Data Services, Health Care, Medical Device, Personal Health, Pharmaceutical, Predictive Analytics",11-50,"4 (Roca X, Healthware Ventures, UV-Cap, SFEM Italia)",2018
Italy,45) ICONIUM,ICONIUM is a cryptocurrency that backs the finest Blockchain-based token sales and invests in digital assets all around the world.,Milan,"Antonio Chiarello, Fabio Pezzotti, Luciano Serra, Marco Costa, Mauro Del Rio, Thomas Baggio","€ 5,000,000",1,"Asset Management, Blockchain, Cryptocurrency",1-10,,2018
Italy,46) The Telepass Group,Telepass provides services for both urban and extra-urban mobility.,Rome,,"€ 1,056,000,000",1,Payments,101-250,1 (Partners Group),2008
Italy,47) Together Price,"It's Simple to Share Accounts! Save up to 80% on services that may be shared across friends, family members, roommates, and coworkers!",Rome,,"$1,033,942",,,1-10,,
Italy,48) MioAssicuratore,MioAssicuratore is an internet insurance broker that assists customers in navigating the perilous insurance industry.,Rome,,"$2,015,501",,,11-50,,
Italy,49) Linkem,Linkem is the most rapidly expanding broadband service.,Rome,,"$106,163,198",,,501-1000,,
Italy,50) Vikey,A holiday rental management program.,Rome,,"$961,095",,,1-10,,
Italy,51) Yocabè,Yocabè connects fashion brands and their products with online marketplace buyers all around the world.,Rome,,"$995,711",,,1-10,,
Italy,52) BigProfiles,BigProfiles is a Customer Intelligence SAAS that enriches customer profile by leveraging external information about people.,Rome,,"$2,437,064",,,11-50,,
Italy,53) Shampora,Shampora provides haircare that is unique to each individual.,Rome,,"$473,152",,,1-10,,
Italy,54) Scuter,"The ideal urban sharing service, with a smart e-scooter and platform.",Rome,,"$527,455",,,1-10,,
Italy,55) GenomeUp,Precision medicine with artificial intelligence,Rome,,"$441,467",,,1-10,,
Italy,56) Pedius,Pedius is a deaf-friendly phone system that allows deaf persons to make regular phone calls.,Rome,,"$2,025,960",,,1-10,,
Italy,57) FRUITSAPP,Fresh Produce Industry B2B Trading Platform We assist Fruit&Vegetable businesses in making the ideal connections for their needs.,Rome,,"$283,623",,,1-10,,
Italy,58) AR Market,AR Industry is a cutting-edge startup that operates on a global and multi-sectoral scale in the Augmented Reality market.,Rome,,"$25,000",,,1-10,,
Italy,59) wineOwine,wineOwine is a private online wine club that offers a diverse selection of wines from small Italian wineries to its members.,Rome,,"$1,360,583",,,1-10,,
Italy,60) Deliverart,Deliverart is a cloud-based B2B channel manager that streamlines food delivery management by automating and optimizing operations.,Rome,,"$116,594",,,1-10,,
Italy,61) Social Academy,"A portal for people to locate learning opportunities situated in Rome, Italy.",Rome,,"$530,449",,,11-50,,
Italy,62) Enel,Enel is a multinational energy business focused on the electricity and gas industries.,Rome,,,,,10001+,,
Italy,63) Italy Innovazioni,Italy Innovazioni is a company that focuses on the design and development of retractable electrical outlets with unique features.,Rome,,"$1,866,956",,,1-10,,
Italy,64) Le Cicogne,"Le Cicogne is a marketplace that connects the demand for babysitting, baby-teaching, and baby-taxis with the supply.",Rome,,"$676,243",,,1-10,,
Italy,65) MyLab Nutrition,MyLab Nutrition is Europe's first service for creating personalized sports supplements.,Rome,,"$98,134",,,1-10,,
Italy,66) Skuola,Skuola.net is one of Italy's most comprehensive educational resource and service hubs for students from high school to university.,Rome,,"$675,827",,,11-50,,
Italy,67) Airgloss,Airgloss uses a patented AI-based sensing technology to create innovative products geared at increasing indoor environmental comfort.,Rome,,"$168,083",,,11-50,,
Italy,68) TiAssisto24,TiAssisto24 is a personal auto assistant that assists owners with vehicle management.,Rome,,"$417,435",,,1-10,,
Italy,69) Solenica,"Solenica created ""Lucy,"" a designer bot that provides natural lighting to your home or business.",Rome,,"$120,000",,,1-10,,
Italy,70) In Time Link,"For the automated retail industry, In Time Link is an IoT-enabling solution for mobile payments, customer service, and telemetry.",Rome,,"$206,119",,,1-10,,
Italy,71) Boxengo,Boxengo combines all storage and moving services into one convenient package for customers. We're growing in Italy and around Europe.,Rome,,"$184,732",,,1-10,,
Italy,72) Dune,Dune is a certified firm that specializes in resolving complicated problems in a variety of high-tech fields.,Rome,,"$54,326",,,11-50,,
Latvia,1) Nordigen,Nordigen is a free open banking API that connects all major European banks to PSD2 data.,Riga,"Roberts Bernans, Rolands Mesters","$4,156,788",5,"Banking, Credit, Credit Bureau, Finance, Financial Services, FinTech, Personal Finance",11-50,"13 (Seedcamp, Inventure, Id4 ventures, Superangel, Black Pearls VC)",2016
Latvia,2) Mintos,Mintos is a global loan investment marketplace.,Riga,"Martins Sulte, Martins Valters","€ 14,162,985",4,"Finance, Financial Services, FinTech, Lending, Marketplace, Peer to Peer",101-250,"3 (Crowdcube, Nordic Secondary Fund, Skillion Ventures)",2015
Latvia,3) Zebpay,Cryptocurrency Exchange and Wallet on a Global Scale,Malta,"Mahin Gupta, Sandeep Goenka, Saurabh Agrawal","$1,125,000",2,"Android, Apps, Bitcoin, Blockchain, Cryptocurrency, Financial Exchanges, iOS, Virtual Currency",51-100,"2 (Arjun Handa, Nagendra Chaudhary)",2014
Latvia,4) 4finance,"Europe's largest online and mobile consumer lending organization, with 16 nations offering convenient and responsible credit.",Riga,Aigars Kesenfelds,"$734,175,111",6,"Finance, Financial Services, FinTech, Internet",501-1000,,2008
Latvia,5) Jasper Therapeutics,Jasper Therapeutics is a biotechnology business dedicated to making conditioning and therapeutic procedures safer.,Pure,"Judith Shizuru M.D., Susan Prohaska","$49,100,000",2,"Biotechnology, Health Care, Pharmaceutical",11-50,"7 (Alexandria Venture Investments, Surveyor Capital, Citadel, Abingworth, Roche Venture Fund)",2018
Latvia,6) Buildit Accelerator,Buildit is a hardware and IoT accelerator for startups.,Riga,,"$2,332,105",,,1-10,,
Latvia,7) Sonarworks,Sonarworks is a cutting-edge audio technology company that is set to revolutionize the headphone and music distribution sectors.,Riga,,"$7,763,820",,,1-10,,
Latvia,8) Infogram,"Infogram is a software firm that creates stunning charts, maps, and infographics using a web-based data visualization platform.",Riga,,"$2,066,347",,,11-50,,
Latvia,9) YaClass,"YaClass is an edutech firm that offers K12 online math, science, and language curricula, as well as state exam preparation assessments.",Riga,,"$790,980",,,51-100,,
Latvia,10) ApexQubit,ApexQubit is working on a second-generation drug engineering platform based on quantum computing and artificial intelligence.,Riga,,"$370,489",,,1-10,,
Latvia,11) Edurio,Edurio is developing technologies to help schools improve.,Riga,,"$2,973,952",,,11-50,,
Latvia,12) Food Union Group,Food Union is a global organization that brings together the top food firms from around the world.,Riga,,"$225,000,000",,,1001-5000,,
Latvia,13) ZoomCharts,Data visualization software from ZoomCharts allows you to create interactive visual data interfaces.,Riga,,"$1,204,207",,,11-50,,
Latvia,14) asya.ai,Asya is an Ethical AI-powered software for conscious interaction.,Riga,,"$136,086",,,1-10,,
Latvia,15) OROCON,OROCON is a building site management software designed specifically for enterprises with big dreams.,Riga,,"$207,916",,,11-50,,
Latvia,16) SpacePass,"SPACEPASS is a coworking and flex-office sector centralized booking platform, integration hub, and SaaS solutions provider.",Riga,,"$600,000",,,11-50,,
Latvia,17) HYGEN,"In about 3 minutes, HYGEN's ""Wallbox"" connected to a conventional residential gas grid can fuel your gas-powered vehicle at home/office.",Riga,,"$3,500,000",,,11-50,,
Latvia,18) AnatomyNext,Anatomy Next is a web-based and augmented reality platform for tailored medical education and treatment.,Riga,,"$401,190",,,1-10,,
Latvia,19) Walmoo,Platforms for Loyalty-as-a-Service and Interaction-as-a-Service,Riga,,"$222,177",,,1-10,,
Latvia,20) FabControl,"For 3D printing in production, an open operating system is required.",Riga,,"$179,286",,,1-10,,
Latvia,21) Recorn,Mobile App with Artificial Intelligence (AI) for Call Recording,Riga,,"$22,804",,,1-10,,
Latvia,22) ALINA,Eco-technology for Long-Term Survival,Riga,,"$298,491",,,1-10,,
Latvia,23) Bindwise,"Bindwise helps online retailers and brands automate essential operations, decrease human errors, and expand their businesses.",Riga,,"$54,709",,,1-10,,
Slovenia,1) Viberate,We want to map and standardize the whole global music ecosystem as the world's greatest source of accurate information on all things music.,Ljubljana,"Dejan Roljic, Matej Gregorčič, Uroš Umek, Vasja Veber","$12,000,000",3,"Analytics, Big Data, Blockchain, Information Technology, Market Research, Media and Entertainment, Music",101-250,"2 (George Burke, ABC Accelerator)",2015
Slovenia,2) Eligma,"We combine payment methods and other POS services into a single solution, transforming the POS terminal into a business growth tool.",Ljubljana,"Dejan Roljic, Matej Gregorčič","$22,305,180",4,"Bitcoin, Blockchain, Cryptocurrency, Financial Services, Mobile Payments",11-50,"3 (Bitcoin.com, Pangea Blockchain Fund, BTC)",2017
Slovenia,3) Chipolo,Chipolo is an iPhone and Android-based Bluetooth-based item finder.,Trbovlje,Primoz Zelensek,"$700,758",3,"Hardware, Software",11-50,"3 (Techstars, Techstars Lisbon in partnership with Semapa Next, Slovene Enterprise Fund)",2013
Slovenia,4) OriginTrail,The blockchain-based supply chain system is the first of its kind.,Ljubljana,"Branimir Rakic, Tomaz Levak, Ziga Drev","$22,500,000",2,"Blockchain, Information Services, Information Technology, Supply Chain Management",1-10,1 (Karnika Yashwant),2013
Slovenia,5) GenePlanet,GenePlanet is a biotechnology firm based in Europe that specializes in genetic testing and research.,Ljubljana,,"$11,756,503",,,11-50,,
Slovenia,6) Elaphe Propulsion Technologies,Elaphe Propulsion Technologies is a prominent developer of electric vehicle direct-drive in-wheel propulsion technology.,Ljubljana,,"$12,378,994",,,51-100,,
Slovenia,7) Visionect,"From meeting rooms to parking lots, Visionect creates workspace coordination and management systems based on e-paper devices.",Ljubljana,,"$2,000,000",,,51-100,,
Slovenia,8) ICONOMI,"Through Digital Asset Arrays, ICONOMI is a platform that allows anyone to invest in and manage digital assets (DAAs).",Ljubljana,,"$10,600,000",,,11-50,,
Slovenia,9) GoOpti,GoOpti is a long-distance dynamic shuttle platform that connects passengers and companies between small cities and airports.,Ljubljana,,"$4,859,998",,,51-100,,
Slovenia,10) Doctrina,Doctrina is an online platform that allows pharmaceutical businesses to use short product videos to educate pharmacy workers.,Ljubljana,,"$1,731,764",,,11-50,,
Slovenia,11) Parsek,Parsek is a professional information technology solutions and digital communication services provider.,Ljubljana,,"$2,458,181",,,51-100,,
Slovenia,12) x,"Acies Bio is a biotechnology contract research organization (CRO) that provides cutting-edge R&D services to the pharmaceutical, chemical, biotech, and food industries.",Ljubljana,,"$1,963,838",,,11-50,,
Slovenia,13) Sinergise,"Sinergise is a GIS firm that specializes on cloud GIS, agricultural, and real estate administration.",Ljubljana,,"$2,255,688",,,,,
Slovenia,14) Facility,"Facility is a hotel administration software that combines paper, phone, and word-of-mouth communication into a single, simple application.",Ljubljana,,"$783,978",,,1-10,,
Slovenia,15) Kinestica,"Kinestica develops, manufactures, and distributes cutting-edge medical equipment around the world.",Ljubljana,,"$681,251",,,1-10,,
Slovenia,16) Nexto,Neto is a platform for cultural augmented reality storytelling.,Ljubljana,,"$70,000",,,1-10,,
Slovenia,17) MESI,All individuals over the age of 50 can be screened for peripheral artery disease using ABPI MD.,Ljubljana,,"$512,446",,,11-50,,
Slovenia,18) Space invoices,Developers and software firms can use Space invoices as an invoicing API.,Ljubljana,,"$200,000",,,1-10,,
Slovenia,19) Nizkocenovci,Search for and book low-cost flights.,Ljubljana,,"$66,000",,,1-10,,
Slovenia,20) Tosla,Tosla is a manufacturer of high-quality natural syrups for the nutraceutical and culinary industries.,Ljubljana,,"$89,363",,,11-50,,
Slovenia,21) D.Labs,D.Labs assists companies in expanding their businesses by developing profitable digital products.,Ljubljana,,"$54,451",,,51-100,,
Slovenia,22) Borza terjatev,Borza Terjatev is a multilateral trading and settlement mechanism for B2B receivables trading.,Ljubljana,,"$81,868",,,1-10,,
Slovenia,23) Bignest,"Bignest is attempting to reimagine the first page of a browser and develop a user-friendly, customisable platform.",Ljubljana,,"$530,116",,,1-10,,
Slovenia,24) Froc,Froc is a high chair that has won numerous awards.,Ljubljana,,"$159,957",,,1-10,,
Slovenia,25) Procurean,Buyers and suppliers in the relevant industry are connected through a SaaS procurement platform.,Ljubljana,,"$242,422",,,1-10,,
Slovenia,26) Cosylab,Cosylab offers system integration as well as customized goods and services.,Ljubljana,,"$83,304",,,,,
Slovenia,27) MyCol,MyCol is a provider of cutting-edge solutions for visual temperature control and historical temperature tracking.,Ljubljana,,"$81,868",,,,,
Slovenia,28) Microbium,Microbium creates microbiological detection procedures for specific industrial samples on a tailored basis.,Ljubljana,,"$81,868",,,1-10,,
Slovenia,29) Harmonia,Harmonia is a website that provides beauty and wellness services.,Ljubljana,,"$96,128",,,,,
Slovenia,30) ID.Conference,ID.Conference is an event management program for event organizers that includes tracking tools and an IoT UHF RFID tower.,Ljubljana,,"$81,868",,,1-10,,
Slovenia,31) Xenya,"SFOOT is developed by Xenya, an IT company that produces a single fiber data transfer system.",Ljubljana,,"$55,831",,,,,
Denmark,1) Templafy,Templafy is a B2B Software-as-a-Service platform that helps businesses create documents.,Copenhagen,"Christian Lund, Cynthia Stephens, Henrik Printzlau, Jakob Bjersing, Jan Mechtel, Jeppe Schytte-Hansen, Morten Hald Mortensen","$121,447,294",7,"Document Management, Enterprise Software, Office Administration, SaaS",251-500,"9 (Insight Partners, Dawn Capital, Heartcore Capital, Seed Capital, PreSeed Ventures)",2014
Denmark,2) Bright Star Studios,Bright Star Studios is an independent video game production firm based in the United Kingdom that specializes in next-generation MMO experiences.,Aarhus,"Joris Huijbregts, Loren Roosendaal, Mark Laursen, Sage Durain, Sune Thorsen","$2,700,000",2,"Computer, Digital Entertainment, Gaming, Mobile, Video Games",11-50,"11 (Animoca Brands, CoinGecko, Yield Guild Games, Galaxy Interactive, Defiance Capital)",2018
