rank,country,name,description,state,city,started_in,founders,industries,employees,funding_raw,funding_rounds,investors_count,investors_list,source_url,employees_min,employees_max,funding_usd,industries_list,founders_list,text,clean_text,cluster
3,France,Deezer,"Deezer is the world's most diversified, dynamic, and personal global music streaming service, with a one-of-a-kind personalization strategy called Flow.",Ile-De-France,Paris,2006.0,"Daniel Marhely, Jonathan Benassaya","Apps, Music, Music Streaming, Web Development",501-1000,"$531,773,724",6.0,8.0,"[""Orange"", ""Idinvest Partners"", ""Xavier Niel"", ""Access Industries"", ""Kingdom Holding Company""]",https://www.failory.com/startups/france,501.0,1000.0,531773724.0,"[""Apps"", ""Music"", ""Music Streaming"", ""Web Development""]","[""Daniel Marhely"", ""Jonathan Benassaya""]","Deezer is the world's most diversified, dynamic, and personal global music streaming service, with a one-of-a-kind personalization strategy called Flow.",deezer world diversified dynamic personal global music streaming service one kind personalization strategy called flow,6
4,France,Shift Technology,"For the worldwide insurance sector, Shift Solutions provides AI-driven decision automation and optimization technology.",Ile-De-France,Paris,2013.0,"David Durrleman, Eric Sibony, Jeremy Jawish","Artificial Intelligence, Information Technology, Insurance, InsurTech",251-500,"$319,987,263",9.0,10.0,"[""General Catalyst"", ""Accel"", ""Advent International"", ""Bessemer Venture Partners"", ""Elaia""]",https://www.failory.com/startups/france,251.0,500.0,319987263.0,"[""Artificial Intelligence"", ""Information Technology"", ""Insurance"", ""InsurTech""]","[""David Durrleman"", ""Eric Sibony"", ""Jeremy Jawish""]","For the worldwide insurance sector, Shift Solutions provides AI-driven decision automation and optimization technology.",worldwide insurance sector shift solutions provides ai driven decision automation optimization technology,-1
6,France,Pennylane,Pennylane is a company that creates a full-stack financial management platform for managing financial data.,Ile-De-France,Paris,2020.0,"Alexandre Roquoplo, Arthur Waller, Edouard Mascré, Félix Blossier, Quentin de Metz, Quentin de Metz, Tancrède Besnard, Tancrède Besnard, Thierry Déo","Finance, Financial Services, FinTech, Information Technology",51-100,,3.0,4.0,"[""Sequoia Capital"", ""Kima Ventures"", ""Global Founders Capital"", ""Partech""]",https://www.failory.com/startups/france,51.0,100.0,,"[""Finance"", ""Financial Services"", ""FinTech"", ""Information Technology""]","[""Alexandre Roquoplo"", ""Arthur Waller"", ""Edouard Mascr\u00c3\u00a9"", ""F\u00c3\u00a9lix Blossier"", ""Quentin de Metz"", ""Quentin de Metz"", ""Tancr\u00c3\u00a8de Besnard"", ""Tancr\u00c3\u00a8de Besnard"", ""Thierry D\u00c3\u00a9o""]",Pennylane is a company that creates a full-stack financial management platform for managing financial data.,pennylane company creates full stack financial management platform managing financial data,7
7,France,Malt,Malt is a carefully curated local marketplace that brings together the top freelancers and clients.,Ile-De-France,Paris,2013.0,"Hugo Lassiège, Jean-Baptiste Lemée, Vincent Huguet","Consumer, Marketplace, Search Engine",101-250,"$134,087,946",5.0,6.0,"[""Eurazeo"", ""Idinvest Partners"", ""Isai"", ""GS Growth"", ""Serena""]",https://www.failory.com/startups/france,101.0,250.0,134087946.0,"[""Consumer"", ""Marketplace"", ""Search Engine""]","[""Hugo Lassi\u00c3\u00a8ge"", ""Jean-Baptiste Lem\u00c3\u00a9e"", ""Vincent Huguet""]",Malt is a carefully curated local marketplace that brings together the top freelancers and clients.,malt carefully curated local marketplace brings together top freelancers clients,-1
8,France,Agicap,Agicap creates a software-as-a-service platform for small businesses to manage and anticipate their cash flows.,Rhone-Alpes,Lyon,2016.0,"Clement Mauguet, Lucas Bertola, Sebastien Beyet","Finance, FinTech, SaaS, Software",101-250,"$118,891,770",3.0,4.0,"[""Greenoaks Capital"", ""Kima Ventures"", ""Partech"", ""BlackFin Capital Partners""]",https://www.failory.com/startups/france,101.0,250.0,118891770.0,"[""Finance"", ""FinTech"", ""SaaS"", ""Software""]","[""Clement Mauguet"", ""Lucas Bertola"", ""Sebastien Beyet""]",Agicap creates a software-as-a-service platform for small businesses to manage and anticipate their cash flows.,agicap creates software service platform small businesses manage anticipate cash flows,7
9,France,Upflow,Upflow is a technology startup that is developing a B2B payment platform.,Ile-De-France,Paris,2018.0,"Alexandre Louisy, Barnaby Malet, Thibaud Elziere","B2B, Billing, E-Commerce Platforms, Financial Services, FinTech, Payments, SaaS, Software",11-50,"$17,908,623",6.0,13.0,"[""AltaIR Capital"", ""Y Combinator"", ""eFounders"", ""Kima Ventures"", ""9Yards Capital""]",https://www.failory.com/startups/france,11.0,50.0,17908623.0,"[""B2B"", ""Billing"", ""E-Commerce Platforms"", ""Financial Services"", ""FinTech"", ""Payments"", ""SaaS"", ""Software""]","[""Alexandre Louisy"", ""Barnaby Malet"", ""Thibaud Elziere""]",Upflow is a technology startup that is developing a B2B payment platform.,upflow technology startup developing b b payment platform,-1
10,France,Back Market,Back Market is a website where you can buy and sell reconditioned gadgets.,Ile-De-France,Paris,2014.0,"Thibaud Hug de Larauze, Vianney Vaute","Consumer Electronics, E-Commerce, Internet, Marketplace",251-500,"$511,016,229",4.0,8.0,"[""Goldman Sachs"", ""Eurazeo"", ""General Atlantic"", ""Agla\u00c3\u00a9 Ventures"", ""GS Growth""]",https://www.failory.com/startups/france,251.0,500.0,511016229.0,"[""Consumer Electronics"", ""E-Commerce"", ""Internet"", ""Marketplace""]","[""Thibaud Hug de Larauze"", ""Vianney Vaute""]",Back Market is a website where you can buy and sell reconditioned gadgets.,back market website buy sell reconditioned gadgets,-1
11,France,Ankorstore,Ankorstore is an online B2B marketplace that links local merchants with independent shop owners and specialty brands.,Ile-De-France,Paris,2019.0,"Mathieu Alengrin, Nicolas Cohen, Nicolas d'Audiffret, Pierre Louis Lacoste","B2B, E-Commerce, Marketplace, Retail, Wholesale",51-100,,3.0,7.0,"[""Index Ventures"", ""Bain Capital Ventures"", ""Tiger Global Management"", ""Global Founders Capital"", ""Agla\u00c3\u00a9 Ventures""]",https://www.failory.com/startups/france,51.0,100.0,,"[""B2B"", ""E-Commerce"", ""Marketplace"", ""Retail"", ""Wholesale""]","[""Mathieu Alengrin"", ""Nicolas Cohen"", ""Nicolas d'Audiffret"", ""Pierre Louis Lacoste""]",Ankorstore is an online B2B marketplace that links local merchants with independent shop owners and specialty brands.,ankorstore online b b marketplace links local merchants independent shop owners specialty brands,4
12,France,Vestiaire Collective,Vestiaire Collective is a global marketplace where individuals can buy and sell pre-owned premium clothes.,Ile-De-France,Paris,2009.0,"Alexandre Cognard, Christian Jorge, Fanny Moizant, Henrique Fernandes, Sebastien Fabre, Sophie Hersan","E-Commerce Platforms, Fashion, Marketplace, Retail, Social Shopping",501-1000,"$454,571,116",8.0,15.0,"[""Eurazeo"", ""Balderton Capital"", ""Tiger Global Management"", ""Bpifrance"", ""Idinvest Partners""]",https://www.failory.com/startups/france,501.0,1000.0,454571116.0,"[""E-Commerce Platforms"", ""Fashion"", ""Marketplace"", ""Retail"", ""Social Shopping""]","[""Alexandre Cognard"", ""Christian Jorge"", ""Fanny Moizant"", ""Henrique Fernandes"", ""Sebastien Fabre"", ""Sophie Hersan""]",Vestiaire Collective is a global marketplace where individuals can buy and sell pre-owned premium clothes.,vestiaire collective global marketplace individuals buy sell pre owned premium clothes,4
13,France,Virtuo,Virtuo is a company that offers car-on-demand services.,Ile-De-France,Paris,2015.0,"Karim Kaddoura, Thibault Chassagne","Internet, Rental, Transportation",101-250,"$129,905,777",5.0,13.0,"[""Balderton Capital"", ""Bpifrance"", ""Kima Ventures"", ""AXA Venture Partners"", ""Iris Capital""]",https://www.failory.com/startups/france,101.0,250.0,129905777.0,"[""Internet"", ""Rental"", ""Transportation""]","[""Karim Kaddoura"", ""Thibault Chassagne""]",Virtuo is a company that offers car-on-demand services.,virtuo company offers car demand services,0
14,France,Sendinblue,Sendinblue is a company that creates a cloud-based digital marketing platform for fostering long-term client connections.,Ile-De-France,Paris,2007.0,"Armand Thiberge, Kapil Sharma","Advertising, CRM, Developer APIs, Digital Marketing, Email, Email Marketing, Enterprise Software, Marketing Automation, SaaS, Software",251-500,"$197,652,944",5.0,6.0,"[""BlackRock"", ""Bpifrance"", ""Partech"", ""Bridgepoint"", ""Adelie""]",https://www.failory.com/startups/france,251.0,500.0,197652944.0,"[""Advertising"", ""CRM"", ""Developer APIs"", ""Digital Marketing"", ""Email"", ""Email Marketing"", ""Enterprise Software"", ""Marketing Automation"", ""SaaS"", ""Software""]","[""Armand Thiberge"", ""Kapil Sharma""]",Sendinblue is a company that creates a cloud-based digital marketing platform for fostering long-term client connections.,sendinblue company creates cloud based digital marketing platform fostering long term client connections,-1
15,France,HiFiBiO,HiFiBiO develops and commercializes unique single cell technologies for medication and biomarker discovery and development.,Ile-De-France,Paris,2013.0,"Jeff He, Liang Schweizer, Robert Nicol","Biopharma, Biotechnology, Pharmaceutical, Therapeutics",101-250,"$179,500,000",4.0,20.0,"[""Further"", ""Sequoia Capital China"", ""B Capital Group"", ""IDG Capital"", ""Kite Pharma""]",https://www.failory.com/startups/france,101.0,250.0,179500000.0,"[""Biopharma"", ""Biotechnology"", ""Pharmaceutical"", ""Therapeutics""]","[""Jeff He"", ""Liang Schweizer"", ""Robert Nicol""]",HiFiBiO develops and commercializes unique single cell technologies for medication and biomarker discovery and development.,hifibio develops commercializes unique single cell technologies medication biomarker discovery development,2
16,France,Aircall,"Aircall is a cloud-based call center solution that blends CRM, productivity, and helpdesk applications.",Ile-De-France,Paris,2014.0,"Jonathan Anguelov, Olivier Pailhès, Pierre-Baptiste Béchu, Thibaud Elziere, Xavier Durand","Call Center, Collaboration, CRM, SaaS, Software, Telecommunications, VoIP",251-500,"$105,550,000",8.0,22.0,"[""Draper Esprit"", ""FundersClub"", ""FJ Labs"", ""Balderton Capital"", ""500 Startups""]",https://www.failory.com/startups/france,251.0,500.0,105550000.0,"[""Call Center"", ""Collaboration"", ""CRM"", ""SaaS"", ""Software"", ""Telecommunications"", ""VoIP""]","[""Jonathan Anguelov"", ""Olivier Pailh\u00c3\u00a8s"", ""Pierre-Baptiste B\u00c3\u00a9chu"", ""Thibaud Elziere"", ""Xavier Durand""]","Aircall is a cloud-based call center solution that blends CRM, productivity, and helpdesk applications.",aircall cloud based call center solution blends crm productivity helpdesk applications,-1
17,France,Indy,"For freelancers and professionals, Indy provides end-to-end, AI-powered accounting software.",Rhone-Alpes,Lyon,2016.0,"Adrien Plat, Come Fouques, Pablo Larvor, Romain Koenig","Accounting, Artificial Intelligence, FinTech, Freelance, Machine Learning, Software",101-250,,3.0,4.0,"[""Alven"", ""Singular"", ""Guillaume Lestrade"", ""Kerala Ventures""]",https://www.failory.com/startups/france,101.0,250.0,,"[""Accounting"", ""Artificial Intelligence"", ""FinTech"", ""Freelance"", ""Machine Learning"", ""Software""]","[""Adrien Plat"", ""Come Fouques"", ""Pablo Larvor"", ""Romain Koenig""]","For freelancers and professionals, Indy provides end-to-end, AI-powered accounting software.",freelancers professionals indy provides end end ai powered accounting software,-1
18,France,Mirakl,"Mirakl is the industry's premier business marketplace solution, enabling brands and merchants to quickly build and develop an enterprise marketplace.",Ile-De-France,Paris,2011.0,"Adrien Nussenbaum, Philippe Corrot","E-Commerce, Enterprise Software, Internet, Marketplace, SaaS, Software",251-500,"$393,000,000",5.0,9.0,"[""Bain Capital Ventures"", ""Elaia"", ""83North"", ""Felix Capital"", ""Xavier Niel""]",https://www.failory.com/startups/france,251.0,500.0,393000000.0,"[""E-Commerce"", ""Enterprise Software"", ""Internet"", ""Marketplace"", ""SaaS"", ""Software""]","[""Adrien Nussenbaum"", ""Philippe Corrot""]","Mirakl is the industry's premier business marketplace solution, enabling brands and merchants to quickly build and develop an enterprise marketplace.",mirakl industry premier business marketplace solution enabling brands merchants quickly build develop enterprise marketplace,4
19,France,EcoVadis,EcoVadis is a collaborative platform that allows businesses to evaluate their suppliers' environmental and social performance.,Ile-De-France,Paris,2007.0,"Frederic Trinel, Pierre Francois Thaler","Risk Management, Supply Chain Management, Sustainability",501-1000,"$235,786,060",6.0,4.0,"[""CVC Capital Partners"", ""Partech"", ""Sebastien Breteau"", ""Zobito""]",https://www.failory.com/startups/france,501.0,1000.0,235786060.0,"[""Risk Management"", ""Supply Chain Management"", ""Sustainability""]","[""Frederic Trinel"", ""Pierre Francois Thaler""]",EcoVadis is a collaborative platform that allows businesses to evaluate their suppliers' environmental and social performance.,ecovadis collaborative platform allows businesses evaluate suppliers environmental social performance,11
20,France,DataDome,"For e-commerce and classifieds firms, DataDome is a SaaS bot prevention solution.",Ile-De-France,Paris,2015.0,"Benjamin Fabre, Fabien Grenier","Analytics, Cyber Security, E-Commerce, Internet, SaaS, Software",11-50,"$39,246,225",4.0,16.0,"[""Isai"", ""Elephant"", ""50 Partners"", ""Wilco"", ""Quentin Nickmans""]",https://www.failory.com/startups/france,11.0,50.0,39246225.0,"[""Analytics"", ""Cyber Security"", ""E-Commerce"", ""Internet"", ""SaaS"", ""Software""]","[""Benjamin Fabre"", ""Fabien Grenier""]","For e-commerce and classifieds firms, DataDome is a SaaS bot prevention solution.",e commerce classifieds firms datadome saas bot prevention solution,8
21,France,Sorare,"Sorare is a worldwide fantasy football game in which participants may purchase, trade, and play authentic digital cards.",Ile-De-France,Paris,2018.0,"Adrien Montfort, Nicolas Julia","Blockchain, Fantasy Sports, Gaming, Soccer",1-10,"$59,245,790",3.0,20.0,"[""Accel"", ""Benchmark"", ""Seedcamp"", ""Alexis Ohanian"", ""Kima Ventures""]",https://www.failory.com/startups/france,1.0,10.0,59245790.0,"[""Blockchain"", ""Fantasy Sports"", ""Gaming"", ""Soccer""]","[""Adrien Montfort"", ""Nicolas Julia""]","Sorare is a worldwide fantasy football game in which participants may purchase, trade, and play authentic digital cards.",sorare worldwide fantasy football game participants may purchase trade play authentic digital cards,5
